CUST_ID,score_thin_filers,grade
SYN_138468,0.22214398,3
SYN_138475,0.6304141,7
SYN_138479,0.10049743,2
SYN_138483,0.13564985,3
SYN_138488,0.35195217,4
SYN_138502,0.20125417,3
SYN_138503,0.09676714,2
SYN_138514,0.15314968,3
SYN_138529,0.70870644,7
SYN_138533,0.4000412,5
SYN_138534,0.06953585,2
SYN_138539,0.51751727,6
SYN_138545,0.30777505,4
SYN_138555,0.13150445,3
SYN_138557,0.24761243,4
SYN_138573,0.22628379,3
SYN_138579,0.5388582,6
SYN_138589,0.44080606,5
SYN_138594,0.058731645,2
SYN_138620,0.5290695,6
SYN_138621,0.18412778,3
SYN_138626,0.22891624,3
SYN_138631,0.026003754,1
SYN_138633,0.569995,6
SYN_138634,0.35869384,4
SYN_138638,0.26371723,4
SYN_138648,0.30689624,4
SYN_138651,0.23719688,4
SYN_138654,0.13065249,3
SYN_138676,0.13189508,3
SYN_138678,0.12256495,3
SYN_138680,0.39880347,5
SYN_138683,0.23867044,4
SYN_138688,0.16643964,3
SYN_138699,0.34049982,4
SYN_138706,0.1989686,3
SYN_138710,0.25802293,4
SYN_138726,0.031772174,2
SYN_138735,0.0016134646,1
SYN_138740,0.16798769,3
SYN_138747,0.47325054,5
SYN_138758,0.107716516,2
SYN_138766,0.0377295,2
SYN_138769,0.44372356,5
SYN_138773,0.17939718,3
SYN_138778,0.5816766,6
SYN_138788,0.5499449,6
SYN_138804,0.2777438,4
SYN_138808,0.12306583,3
SYN_138812,0.14705606,3
SYN_138814,0.08118323,2
SYN_138818,0.32610783,4
SYN_138820,0.17126887,3
SYN_138823,0.05208176,2
SYN_138828,0.35080218,4
SYN_138859,0.19283976,3
SYN_138865,0.22896619,3
SYN_138874,0.11650039,3
SYN_138884,0.4409142,5
SYN_138902,0.5783477,6
SYN_138913,0.005319106,1
SYN_138921,0.5033402,6
SYN_138939,0.17894709,3
SYN_138945,0.333974,4
SYN_138951,0.21739382,3
SYN_138955,0.15888576,3
SYN_138967,0.37383586,5
SYN_138971,0.3955128,5
SYN_138980,0.5276223,6
SYN_138982,0.59612846,7
SYN_138985,0.024432022,1
SYN_138989,0.44145256,5
SYN_138993,0.026940852,1
SYN_139023,0.16880998,3
SYN_139027,0.045154843,2
SYN_139031,0.3920186,5
SYN_139039,0.17512932,3
SYN_139051,0.014850611,1
SYN_139060,0.2857039,4
SYN_139069,0.14272013,3
SYN_139084,0.20609097,3
SYN_139091,0.22748114,3
SYN_139095,0.0028461544,1
SYN_139103,0.10288069,2
SYN_139108,0.70855415,7
SYN_139115,0.25388792,4
SYN_139117,0.069194734,2
SYN_139131,0.058887698,2
SYN_139133,0.122893065,3
SYN_139142,0.017646117,1
SYN_139144,0.09703701,2
SYN_139151,0.28142944,4
SYN_139158,0.17844534,3
SYN_139166,0.01143439,1
SYN_139172,0.23523131,4
SYN_139176,0.54053044,6
SYN_139177,0.41030577,5
SYN_139178,0.25426054,4
SYN_139183,0.14748162,3
SYN_139195,0.11082592,2
SYN_139197,0.46127486,5
SYN_139200,0.12939525,3
SYN_139204,0.19325367,3
SYN_139205,0.06433663,2
SYN_139212,0.43725747,5
SYN_139224,0.24412075,4
SYN_139245,0.29254416,4
SYN_139246,0.26490322,4
SYN_139249,0.2576628,4
SYN_139258,0.1077536,2
SYN_139263,0.008630672,1
SYN_139270,0.6289648,7
SYN_139272,0.12515855,3
SYN_139281,0.20758548,3
SYN_139286,0.16090062,3
SYN_139298,0.49307257,5
SYN_139304,0.23252957,3
SYN_139310,0.36706465,4
SYN_139316,0.6029812,7
SYN_139320,0.058753755,2
SYN_139327,0.42493212,5
SYN_139345,0.1168068,3
SYN_139348,0.024046255,1
SYN_139367,0.16048378,3
SYN_139378,0.4739055,5
SYN_139380,0.40314758,5
SYN_139381,0.047193374,2
SYN_139383,0.520248,6
SYN_139392,0.56216526,6
SYN_139402,0.1248998,3
SYN_139403,0.05817027,2
SYN_139406,0.39912504,5
SYN_139407,0.031761643,2
SYN_139409,0.20413135,3
SYN_139418,0.4945376,5
SYN_139436,0.08195604,2
SYN_139437,0.06925298,2
SYN_139440,0.19448331,3
SYN_139453,0.1346871,3
SYN_139477,0.3007344,4
SYN_139479,0.019073484,1
SYN_139485,0.040169973,2
SYN_139487,0.09619158,2
SYN_139490,0.1987955,3
SYN_139492,0.21828493,3
SYN_139493,0.20164333,3
SYN_139501,0.36924803,5
SYN_139502,0.31099355,4
SYN_139503,0.30835694,4
SYN_139504,0.37802815,5
SYN_139515,0.22110337,3
SYN_139526,0.4020178,5
SYN_139532,0.31317157,4
SYN_139537,0.13679524,3
SYN_139540,0.43022883,5
SYN_139541,0.5311058,6
SYN_139548,0.4854029,5
SYN_139553,0.012286045,1
SYN_139561,0.025737992,1
SYN_139564,0.22747768,3
SYN_139566,0.3922957,5
SYN_139569,0.0639396,2
SYN_139578,0.20050809,3
SYN_139579,0.6324404,7
SYN_139586,0.7563974,8
SYN_139598,0.48957527,5
SYN_139634,0.03672083,2
SYN_139647,0.42996207,5
SYN_139648,0.053633597,2
SYN_139658,0.026580075,1
SYN_139662,0.29164982,4
SYN_139664,0.436274,5
SYN_139667,0.013659693,1
SYN_139670,0.09800157,2
SYN_139673,0.7513095,8
SYN_139678,0.01980238,1
SYN_139684,0.046779096,2
SYN_139689,0.08641785,2
SYN_139712,0.2989947,4
SYN_139714,0.23139912,3
SYN_139719,0.37703574,5
SYN_139720,0.524468,6
SYN_139724,0.418043,5
SYN_139730,0.47590825,5
SYN_139750,0.3533279,4
SYN_139753,0.41461375,5
SYN_139757,0.5813877,6
SYN_139758,0.09491787,2
SYN_139762,0.1562899,3
SYN_139769,0.03504762,2
SYN_139770,0.14228678,3
SYN_139781,0.3337278,4
SYN_139784,0.24313153,4
SYN_139794,0.31644306,4
SYN_139800,0.04771511,2
SYN_139808,0.1433514,3
SYN_139811,0.3218112,4
SYN_139815,0.24845794,4
SYN_139825,0.14815946,3
SYN_139828,0.048408296,2
SYN_139829,0.25829932,4
SYN_139833,0.10234496,2
SYN_139837,0.20322517,3
SYN_139842,0.72244143,7
SYN_139844,0.2058937,3
SYN_139846,0.6642629,7
SYN_139858,0.18743148,3
SYN_139860,0.46401635,5
SYN_139882,0.00011417986,1
SYN_139897,0.11806898,3
SYN_139902,0.36838883,5
SYN_139910,0.44830477,5
SYN_139925,0.17534009,3
SYN_139930,0.39737493,5
SYN_139939,0.17920357,3
SYN_139940,0.58451796,6
SYN_139941,0.09518386,2
SYN_139942,0.90198535,9
SYN_139959,0.13499531,3
SYN_139974,0.27693623,4
SYN_139975,0.12636262,3
SYN_139981,0.3636955,4
SYN_139987,0.017759275,1
SYN_139988,0.597659,7
SYN_139997,0.14870246,3
SYN_140001,0.3050352,4
SYN_140002,0.67955273,7
SYN_140003,0.3271858,4
SYN_140006,0.5344501,6
SYN_140010,0.24783066,4
SYN_140021,0.04664188,2
SYN_140046,0.11577116,3
SYN_140060,0.23956968,4
SYN_140072,0.3278825,4
SYN_140077,0.06690525,2
SYN_140087,0.00437643,1
SYN_140115,0.1909135,3
SYN_140117,0.019213473,1
SYN_140119,0.002265169,1
SYN_140122,0.3646998,4
SYN_140124,0.13151777,3
SYN_140134,0.33261484,4
SYN_140149,0.052448872,2
SYN_140151,0.3888407,5
SYN_140153,0.41149828,5
SYN_140160,0.37920687,5
SYN_140163,0.0422591,2
SYN_140177,0.027400509,1
SYN_140196,0.13238402,3
SYN_140199,0.15631685,3
SYN_140200,0.03879156,2
SYN_140215,0.43171734,5
SYN_140231,0.10262639,2
SYN_140237,0.6962368,7
SYN_140243,0.17906846,3
SYN_140246,0.20472737,3
SYN_140259,0.30804032,4
SYN_140263,0.09041239,2
SYN_140264,0.03452754,2
SYN_140270,0.49778795,5
SYN_140305,0.31953558,4
SYN_140314,0.13341217,3
SYN_140325,0.20673569,3
SYN_140329,0.2877355,4
SYN_140333,0.08939636,2
SYN_140335,0.54422027,6
SYN_140348,0.3100668,4
SYN_140349,0.009020962,1
SYN_140365,0.08426175,2
SYN_140369,0.13683546,3
SYN_140379,0.33279595,4
SYN_140382,0.04287257,2
SYN_140390,0.30601567,4
SYN_140394,0.31617296,4
SYN_140396,0.039710276,2
SYN_140406,0.3186493,4
SYN_140407,0.34951937,4
SYN_140426,0.6178777,7
SYN_140434,0.05759389,2
SYN_140435,0.49076197,5
SYN_140472,0.25556904,4
SYN_140477,0.10451791,2
SYN_140482,0.08145732,2
SYN_140484,0.5452572,6
SYN_140488,0.1746751,3
SYN_140489,0.450577,5
SYN_140493,0.37112257,5
SYN_140499,0.4636683,5
SYN_140505,0.021356795,1
SYN_140507,0.46002883,5
SYN_140522,0.08730195,2
SYN_140523,0.23420285,4
SYN_140529,0.27228114,4
SYN_140530,0.45602354,5
SYN_140531,0.25975993,4
SYN_140532,0.29232696,4
SYN_140533,0.32041505,4
SYN_140536,0.7239381,7
SYN_140546,0.5927462,7
SYN_140592,0.19028391,3
SYN_140617,0.40405342,5
SYN_140635,0.036026932,2
SYN_140643,0.2454931,4
SYN_140648,0.41933772,5
SYN_140658,0.40517575,5
SYN_140676,0.43142515,5
SYN_140680,0.10256807,2
SYN_140688,0.4085783,5
SYN_140723,0.22372036,3
SYN_140724,0.046364225,2
SYN_140736,0.26540756,4
SYN_140740,0.35272977,4
SYN_140746,0.41823184,5
SYN_140767,0.17921388,3
SYN_140770,0.19995886,3
SYN_140779,0.106496714,2
SYN_140781,0.5944206,7
SYN_140799,0.47918144,5
SYN_140825,0.13605662,3
SYN_140839,0.16749772,3
SYN_140845,0.2890827,4
SYN_140846,0.27360046,4
SYN_140860,0.04327675,2
SYN_140871,0.14776528,3
SYN_140888,0.010424032,1
SYN_140901,0.15583147,3
SYN_140903,0.42337456,5
SYN_140904,0.2143725,3
SYN_140906,0.474262,5
SYN_140912,0.014181904,1
SYN_140920,0.13171795,3
SYN_140921,0.37512526,5
SYN_140922,0.26182416,4
SYN_140927,0.67336655,7
SYN_140934,0.36473116,4
SYN_140951,0.40435547,5
SYN_140960,0.07275905,2
SYN_140961,0.32995525,4
SYN_140967,0.018497415,1
SYN_140969,0.3243681,4
SYN_140991,0.47236228,5
SYN_141007,0.1678734,3
SYN_141017,0.14950666,3
SYN_141035,0.22170529,3
SYN_141045,0.581332,6
SYN_141058,0.08181979,2
SYN_141062,0.31677064,4
SYN_141072,0.11074512,2
SYN_141085,0.11423835,3
SYN_141103,0.19030395,3
SYN_141115,0.00824691,1
SYN_141117,0.60387146,7
SYN_141134,0.38935786,5
SYN_141136,0.1479241,3
SYN_141139,0.31594074,4
SYN_141144,0.025041081,1
SYN_141147,0.19776264,3
SYN_141153,0.33250397,4
SYN_141161,0.31508058,4
SYN_141175,0.03743342,2
SYN_141181,0.15671653,3
SYN_141224,0.22126515,3
SYN_141228,0.33324102,4
SYN_141243,0.04684497,2
SYN_141245,0.24224575,4
SYN_141247,0.10324214,2
SYN_141251,0.19639765,3
SYN_141269,0.39300203,5
SYN_141272,0.34600446,4
SYN_141277,0.32806802,4
SYN_141280,0.6167095,7
SYN_141287,0.1026666,2
SYN_141291,0.43940347,5
SYN_141295,0.09985574,2
SYN_141299,0.09935894,2
SYN_141302,0.014243768,1
SYN_141306,0.005419742,1
SYN_141319,0.16599834,3
SYN_141337,0.191925,3
SYN_141342,0.17487063,3
SYN_141358,0.087290645,2
SYN_141362,0.7282281,7
SYN_141367,0.14149062,3
SYN_141377,0.016170023,1
SYN_141383,0.20157287,3
SYN_141390,0.33860487,4
SYN_141418,0.18081272,3
SYN_141423,0.87293875,9
SYN_141435,0.22460559,3
SYN_141443,0.0018276803,1
SYN_141447,0.20548746,3
SYN_141452,0.023454187,1
SYN_141458,0.10050668,2
SYN_141475,0.1331381,3
SYN_141491,0.24744281,4
SYN_141506,0.20918538,3
SYN_141510,0.35024703,4
SYN_141527,0.0022497184,1
SYN_141528,0.08866867,2
SYN_141562,0.1064126,2
SYN_141565,0.08078834,2
SYN_141569,0.41784608,5
SYN_141572,0.050292425,2
SYN_141575,0.29409578,4
SYN_141579,0.043802857,2
SYN_141581,0.28020862,4
SYN_141586,0.40394577,5
SYN_141599,0.1680975,3
SYN_141601,0.21968292,3
SYN_141604,0.0568111,2
SYN_141610,0.24223045,4
SYN_141615,0.03759581,2
SYN_141618,0.09822026,2
SYN_141621,0.47777873,5
SYN_141623,0.14600883,3
SYN_141624,0.037850555,2
SYN_141632,0.59418905,7
SYN_141642,0.118179366,3
SYN_141651,0.2574151,4
SYN_141668,0.75409377,8
SYN_141673,0.05836311,2
SYN_141674,0.70967966,7
SYN_141675,0.014088105,1
SYN_141679,0.28161094,4
SYN_141680,0.4875372,5
SYN_141684,0.5436996,6
SYN_141691,0.0013431816,1
SYN_141699,0.18590288,3
SYN_141704,0.23060918,3
SYN_141715,0.10226136,2
SYN_141717,0.24651973,4
SYN_141723,0.076953605,2
SYN_141724,0.79844785,8
SYN_141729,0.24493533,4
SYN_141738,0.4403455,5
SYN_141756,0.36354882,4
SYN_141767,0.36644801,4
SYN_141773,0.07602147,2
SYN_141787,0.23263341,3
SYN_141791,0.09521116,2
SYN_141817,0.26207983,4
SYN_141825,0.13975191,3
SYN_141839,0.21489178,3
SYN_141850,0.0011627355,1
SYN_141856,0.31871754,4
SYN_141862,0.2502942,4
SYN_141869,0.012653685,1
SYN_141892,0.09466051,2
SYN_141902,0.28868935,4
SYN_141903,0.29687473,4
SYN_141906,0.11639081,3
SYN_141917,0.027218213,1
SYN_141938,0.6605793,7
SYN_141939,0.06453369,2
SYN_141944,0.23004314,3
SYN_141955,0.22057854,3
SYN_141961,0.030677935,1
SYN_141963,0.25775632,4
SYN_141964,0.11618366,3
SYN_141974,0.23689254,4
SYN_141993,0.28156668,4
SYN_142012,0.0015239568,1
SYN_142017,0.5504718,6
SYN_142027,0.20275821,3
SYN_142034,0.26572278,4
SYN_142037,0.50571287,6
SYN_142052,0.7909992,8
SYN_142060,0.14803994,3
SYN_142078,0.18390821,3
SYN_142083,0.5143937,6
SYN_142090,0.2997927,4
SYN_142122,0.11277887,2
SYN_142126,0.043917216,2
SYN_142128,0.4304706,5
SYN_142156,0.09284485,2
SYN_142167,0.019978605,1
SYN_142168,0.17392723,3
SYN_142170,0.5570131,6
SYN_142177,0.015191803,1
SYN_142185,0.11172383,2
SYN_142193,0.035384785,2
SYN_142200,0.30599195,4
SYN_142204,0.28807753,4
SYN_142212,0.015141668,1
SYN_142213,0.569384,6
SYN_142220,0.34288782,4
SYN_142221,0.098277755,2
SYN_142224,0.16272123,3
SYN_142230,0.67261845,7
SYN_142247,0.0328588,2
SYN_142259,0.5382864,6
SYN_142267,0.3270255,4
SYN_142291,0.331712,4
SYN_142294,0.32624236,4
SYN_142298,0.41438833,5
SYN_142302,0.5389706,6
SYN_142306,0.37838104,5
SYN_142311,0.20312148,3
SYN_142313,0.5418271,6
SYN_142318,0.27190042,4
SYN_142341,0.024380827,1
SYN_142342,0.048056085,2
SYN_142346,0.09793489,2
SYN_142351,0.21114333,3
SYN_142357,0.21078925,3
SYN_142358,0.49958265,6
SYN_142375,0.3026434,4
SYN_142378,0.07208755,2
SYN_142405,0.15091437,3
SYN_142415,0.15944235,3
SYN_142420,0.064452,2
SYN_142421,0.0722263,2
SYN_142422,0.045146104,2
SYN_142425,0.32776546,4
SYN_142430,0.32125878,4
SYN_142433,0.17566442,3
SYN_142440,0.0018732223,1
SYN_142442,0.37531194,5
SYN_142445,0.06728761,2
SYN_142449,0.09166892,2
SYN_142451,0.3340205,4
SYN_142476,0.22719795,3
SYN_142479,0.3046784,4
SYN_142485,0.6485588,7
SYN_142487,0.37227622,5
SYN_142488,0.0979466,2
SYN_142489,0.14305043,3
SYN_142497,0.04023224,2
SYN_142508,0.8055135,8
SYN_142521,0.44342825,5
SYN_142522,0.07452324,2
SYN_142530,0.5944331,7
SYN_142536,0.12051944,3
SYN_142538,0.2530733,4
SYN_142540,0.25151905,4
SYN_142556,0.59743446,7
SYN_142566,0.32508382,4
SYN_142568,0.3332927,4
SYN_142571,0.7782061,8
SYN_142600,0.4475155,5
SYN_142601,0.14354876,3
SYN_142611,0.27172735,4
SYN_142612,0.08734162,2
SYN_142620,0.016478227,1
SYN_142621,0.33329996,4
SYN_142625,0.0025972358,1
SYN_142636,0.24365631,4
SYN_142643,0.45673755,5
SYN_142651,0.1553522,3
SYN_142656,0.5903857,6
SYN_142678,0.2123111,3
SYN_142679,0.76133585,8
SYN_142680,0.25167698,4
SYN_142692,0.37799367,5
SYN_142693,0.55311626,6
SYN_142694,0.285188,4
SYN_142700,0.33342445,4
SYN_142701,0.33659965,4
SYN_142702,0.3645785,4
SYN_142711,0.16995168,3
SYN_142718,0.3128813,4
SYN_142723,0.107150614,2
SYN_142725,0.036163855,2
SYN_142741,0.04747683,2
SYN_142745,0.16466789,3
SYN_142758,0.58532786,6
SYN_142759,0.052772056,2
SYN_142766,0.40220398,5
SYN_142775,0.11217285,2
SYN_142781,0.062385086,2
SYN_142790,0.061217118,2
SYN_142795,0.19023588,3
SYN_142816,0.1169784,3
SYN_142817,0.20372227,3
SYN_142820,0.2677557,4
SYN_142826,0.017679052,1
SYN_142827,0.57516515,6
SYN_142844,0.44917205,5
SYN_142856,0.29950568,4
SYN_142865,0.46395183,5
SYN_142879,0.720074,7
SYN_142882,0.13316242,3
SYN_142900,0.8501428,8
SYN_142908,0.0068127657,1
SYN_142911,0.026640967,1
SYN_142917,0.29869935,4
SYN_142918,0.4850398,5
SYN_142921,0.32034215,4
SYN_142924,0.13295871,3
SYN_142930,0.24389523,4
SYN_142935,0.09937918,2
SYN_142942,0.013333614,1
SYN_142945,0.12110374,3
SYN_142957,0.07326263,2
SYN_142964,0.14353278,3
SYN_142968,0.21003121,3
SYN_142976,0.17654762,3
SYN_142977,0.11491345,3
SYN_142985,0.19118764,3
SYN_142993,0.2674539,4
SYN_143004,0.002083976,1
SYN_143015,0.12023035,3
SYN_143026,0.71568877,7
SYN_143029,0.023294386,1
SYN_143031,0.14390175,3
SYN_143034,0.088315584,2
SYN_143035,0.046269223,2
SYN_143045,0.8236936,8
SYN_143050,0.010738754,1
SYN_143065,0.7764087,8
SYN_143071,0.4165977,5
SYN_143076,0.037431482,2
SYN_143093,0.4870898,5
SYN_143100,0.13340084,3
SYN_143111,0.022260511,1
SYN_143127,0.006134757,1
SYN_143129,0.13723893,3
SYN_143130,0.11914355,3
SYN_143132,0.3152618,4
SYN_143135,0.45804155,5
SYN_143136,0.7712609,8
SYN_143138,0.17319207,3
SYN_143149,0.38709563,5
SYN_143157,0.25577888,4
SYN_143178,0.024527896,1
SYN_143185,0.1701025,3
SYN_143195,0.18673916,3
SYN_143196,0.21992521,3
SYN_143199,0.38267338,5
SYN_143201,0.019357994,1
SYN_143206,0.10761907,2
SYN_143208,0.1439504,3
SYN_143211,0.55244476,6
SYN_143213,0.11919191,3
SYN_143228,0.23148364,3
SYN_143234,0.1779253,3
SYN_143239,0.21654718,3
SYN_143240,0.057735972,2
SYN_143241,0.18983205,3
SYN_143254,0.18717736,3
SYN_143265,0.0852171,2
SYN_143270,0.38855267,5
SYN_143274,0.38489214,5
SYN_143280,0.12198687,3
SYN_143283,0.36041677,4
SYN_143289,0.3087827,4
SYN_143298,0.00826027,1
SYN_143301,0.36073944,4
SYN_143304,0.14009275,3
SYN_143306,0.21343277,3
SYN_143317,0.04613064,2
SYN_143322,0.16362306,3
SYN_143326,0.57976717,6
SYN_143331,0.30067855,4
SYN_143339,0.3520586,4
SYN_143346,0.46620804,5
SYN_143359,0.06766548,2
SYN_143360,0.07602321,2
SYN_143364,0.17382841,3
SYN_143372,0.06488644,2
SYN_143373,0.55626607,6
SYN_143376,0.107783936,2
SYN_143392,0.10783062,2
SYN_143395,0.10644804,2
SYN_143423,0.2180047,3
SYN_143434,0.105778664,2
SYN_143436,0.28383645,4
SYN_143442,0.58954483,6
SYN_143455,0.22849548,3
SYN_143457,0.52248514,6
SYN_143462,0.38558924,5
SYN_143476,0.01626071,1
SYN_143485,0.38009983,5
SYN_143486,0.22395806,3
SYN_143490,0.33239585,4
SYN_143500,0.071791984,2
SYN_143501,0.14230177,3
SYN_143508,0.36074343,4
SYN_143515,0.013598431,1
SYN_143518,0.47330606,5
SYN_143532,0.042544845,2
SYN_143545,0.15318905,3
SYN_143556,0.28354365,4
SYN_143559,0.34299165,4
SYN_143562,0.26391518,4
SYN_143569,0.49043447,5
SYN_143570,0.30405325,4
SYN_143574,0.49217066,5
SYN_143578,0.09317329,2
SYN_143579,0.30660936,4
SYN_143581,0.05839574,2
SYN_143583,0.3268795,4
SYN_143586,0.08054736,2
SYN_143589,0.16205892,3
SYN_143594,0.13016528,3
SYN_143599,0.39464334,5
SYN_143601,0.33562595,4
SYN_143602,0.211474,3
SYN_143606,0.09722437,2
SYN_143610,0.7944155,8
SYN_143614,0.1418734,3
SYN_143618,0.028347317,1
SYN_143629,0.2466023,4
SYN_143648,0.25563657,4
SYN_143650,0.4618092,5
SYN_143657,0.14612406,3
SYN_143685,0.13620138,3
SYN_143686,0.060428627,2
SYN_143690,0.036502536,2
SYN_143692,0.56998783,6
SYN_143694,0.35406905,4
SYN_143698,0.34130493,4
SYN_143701,0.39444152,5
SYN_143710,0.18270637,3
SYN_143723,0.3395817,4
SYN_143727,0.18250181,3
SYN_143752,0.03803107,2
SYN_143757,0.10034662,2
SYN_143764,0.10680795,2
SYN_143766,0.32223278,4
SYN_143767,0.33240888,4
SYN_143768,0.09177783,2
SYN_143769,0.1560519,3
SYN_143777,0.4102001,5
SYN_143778,0.10058166,2
SYN_143795,0.41268685,5
SYN_143801,0.2461087,4
SYN_143823,0.0080944,1
SYN_143841,0.5142279,6
SYN_143844,0.0650991,2
SYN_143854,0.108050756,2
SYN_143859,0.14488514,3
SYN_143868,0.0132748,1
SYN_143869,0.1737224,3
SYN_143874,0.21140116,3
SYN_143885,0.33456331,4
SYN_143904,0.13341126,3
SYN_143907,0.050073724,2
SYN_143926,0.14988549,3
SYN_143927,0.12820186,3
SYN_143930,0.22241896,3
SYN_143939,0.40790108,5
SYN_143945,0.039509103,2
SYN_143960,0.16640805,3
SYN_143962,0.1161924,3
SYN_143964,0.13883889,3
SYN_143979,0.021881165,1
SYN_143981,0.23439094,4
SYN_143983,0.4389002,5
SYN_143988,0.12152642,3
SYN_143992,0.043370537,2
SYN_144004,0.0015351716,1
SYN_144007,0.3352167,4
SYN_144010,0.033780035,2
SYN_144014,0.02724905,1
SYN_144019,0.18538721,3
SYN_144020,0.28202382,4
SYN_144049,0.11758268,3
SYN_144059,0.4706455,5
SYN_144069,0.010926154,1
SYN_144078,0.24485251,4
SYN_144083,0.3221402,4
SYN_144086,0.56102806,6
SYN_144090,0.03214441,2
SYN_144094,0.82196766,8
SYN_144107,0.2985561,4
SYN_144112,0.025203928,1
SYN_144114,0.35904017,4
SYN_144121,0.46856162,5
SYN_144122,0.25758928,4
SYN_144150,0.42108276,5
SYN_144154,0.15574129,3
SYN_144160,0.17963462,3
SYN_144166,0.36383528,4
SYN_144168,0.26684096,4
SYN_144184,0.18655588,3
SYN_144190,0.743171,7
SYN_144214,0.3638241,4
SYN_144215,0.0020549558,1
SYN_144224,0.57668084,6
SYN_144231,0.07300285,2
SYN_144241,0.004133244,1
SYN_144244,0.2877829,4
SYN_144254,0.27510065,4
SYN_144259,0.2084234,3
SYN_144260,0.43160743,5
SYN_144263,0.63234705,7
SYN_144272,0.060179416,2
SYN_144274,0.24274306,4
SYN_144286,0.25519702,4
SYN_144289,0.05418425,2
SYN_144297,0.021499379,1
SYN_144300,0.23841834,4
SYN_144304,0.0005093366,1
SYN_144307,0.058086578,2
SYN_144314,0.43364793,5
SYN_144317,0.21312104,3
SYN_144328,0.23754416,4
SYN_144335,0.15079606,3
SYN_144338,0.47581938,5
SYN_144343,0.012958488,1
SYN_144380,0.050353143,2
SYN_144387,0.027607897,1
SYN_144388,0.3517046,4
SYN_144391,0.248964,4
SYN_144395,0.41468287,5
SYN_144408,0.11062464,2
SYN_144411,0.40447015,5
SYN_144412,0.16884667,3
SYN_144414,0.47388002,5
SYN_144417,0.0728878,2
SYN_144454,0.389716,5
SYN_144462,0.2681436,4
SYN_144467,0.2210461,3
SYN_144473,0.45262903,5
SYN_144474,0.21910383,3
SYN_144478,0.48353273,5
SYN_144489,0.017052662,1
SYN_144491,0.4435779,5
SYN_144498,0.06359547,2
SYN_144517,0.024276668,1
SYN_144523,0.012677214,1
SYN_144525,0.38789925,5
SYN_144526,0.16304699,3
SYN_144529,0.07298377,2
SYN_144532,0.33503845,4
SYN_144540,0.13648783,3
SYN_144548,0.41844603,5
SYN_144550,0.2063116,3
SYN_144554,0.21735738,3
SYN_144571,0.2264688,3
SYN_144572,0.17663689,3
SYN_144580,0.25086263,4
SYN_144583,0.3689665,5
SYN_144591,0.14812014,3
SYN_144602,0.37873694,5
SYN_144611,0.72907656,7
SYN_144618,0.11834579,3
SYN_144621,0.27446076,4
SYN_144629,0.087140664,2
SYN_144634,0.5092821,6
SYN_144641,0.25660744,4
SYN_144642,0.37496743,5
SYN_144643,0.025031477,1
SYN_144644,0.4909841,5
SYN_144649,0.5651914,6
SYN_144654,0.20886824,3
SYN_144658,0.044661112,2
SYN_144674,0.31346318,4
SYN_144675,0.1857579,3
SYN_144681,0.14358605,3
SYN_144682,0.6930768,7
SYN_144694,0.022240086,1
SYN_144695,0.14318255,3
SYN_144717,0.07417425,2
SYN_144724,0.27648094,4
SYN_144728,0.028352177,1
SYN_144730,0.18356112,3
SYN_144731,0.081383385,2
SYN_144737,0.365948,4
SYN_144742,0.2544899,4
SYN_144756,0.15956531,3
SYN_144758,0.15713085,3
SYN_144761,0.66353303,7
SYN_144794,0.067350596,2
SYN_144800,0.36498374,4
SYN_144804,0.3384156,4
SYN_144810,0.22499943,3
SYN_144811,0.3821096,5
SYN_144842,0.25818422,4
SYN_144850,0.36641446,4
SYN_144858,0.22236928,3
SYN_144860,0.41760385,5
SYN_144873,0.10143247,2
SYN_144891,0.12115308,3
SYN_144906,0.37766495,5
SYN_144917,0.49409533,5
SYN_144927,0.028531276,1
SYN_144932,0.08088568,2
SYN_144945,0.61711323,7
SYN_144947,0.12613001,3
SYN_144948,0.15599462,3
SYN_144950,0.1424975,3
SYN_144958,0.44424316,5
SYN_144960,0.065849304,2
SYN_144961,0.22189948,3
SYN_144962,0.026773917,1
SYN_144971,0.26291358,4
SYN_144984,0.31836167,4
SYN_144990,0.4388237,5
SYN_145000,0.46293908,5
SYN_145001,0.095943786,2
SYN_145009,0.02244846,1
SYN_145010,0.15867387,3
SYN_145014,0.54558843,6
SYN_145018,0.5246999,6
SYN_145022,0.02602121,1
SYN_145025,0.629647,7
SYN_145033,0.058016464,2
SYN_145035,0.1338854,3
SYN_145039,0.5625358,6
SYN_145042,0.009308966,1
SYN_145043,0.105596244,2
SYN_145057,0.62277514,7
SYN_145059,0.010508053,1
SYN_145062,0.20875646,3
SYN_145073,0.35196733,4
SYN_145081,0.34372154,4
SYN_145082,0.2431644,4
SYN_145083,0.42176878,5
SYN_145087,0.14614443,3
SYN_145088,0.59037524,6
SYN_145091,0.28906348,4
SYN_145095,0.20592375,3
SYN_145099,0.3441865,4
SYN_145100,0.21784781,3
SYN_145116,0.1658402,3
SYN_145121,0.65610474,7
SYN_145130,0.038587548,2
SYN_145133,0.34946096,4
SYN_145151,0.15565829,3
SYN_145152,0.29878217,4
SYN_145154,0.20705041,3
SYN_145155,0.29941508,4
SYN_145159,0.007401396,1
SYN_145163,0.041534916,2
SYN_145178,0.042997286,2
SYN_145184,0.5152181,6
SYN_145185,0.08890664,2
SYN_145192,0.36011147,4
SYN_145195,0.46494564,5
SYN_145202,0.18141612,3
